player_id,first_name,last_name,short_name,ranking,ranking_double,country,sex,age,birth_date,hand,height,weight,image_url,player_card_url
42575,Emma,RADUCANU,E.RADUCANU,33,375,GBR,F,23 years-old,(13 November 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aeof6sBOoF08xP9y_42575_G.png,/en-us/players/42575-e.raducanu
33575,Alejandro,TABILO,A.TABILO,33,226,CHI,M,29 years-old,(2 June 1997),Left,-,-,https://images.prismic.io/fft-rg-site/aeopBcBOoF08xQGY_20260119_PJ_TabiloAlejandro_US.png,/en-us/players/33575-a.tabilo
46070,Ignacio,BUSE,I.BUSE,34,,PER,M,22 years-old,(25 March 2004),Right,-,-,https://images.prismic.io/fft-rg-site/aCoVVidWJ-7kSQwp_46070_G.png,/en-us/players/46070-i.buse
26513,Donna,VEKIC,D.VEKIC,34,,CRO,F,30 years-old,(28 June 1996),Right,-,-,https://images.prismic.io/fft-rg-site/aDQg5idWJ-7kSiP0_26513_G.png,/en-us/players/26513-d.vekic
43964,Matteo,ARNALDI,M.ARNALDI,35,,ITA,M,25 years-old,(22 February 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aeooz8BOoF08xQFY_20260118_PJ_ArnaldiMatteo_US.png,/en-us/players/43964-m.arnaldi
35655,Cristina,BUCSA,C.BUCSA,35,16,ESP,F,28 years-old,(1 January 1998),Right,-,-,https://images.prismic.io/fft-rg-site/aDQiuydWJ-7kSiQv_35655_G.png,/en-us/players/35655-c.bucsa
47993,Alexander,BLOCKX,A.BLOCKX,36,,BEL,M,21 years-old,(8 April 2005),Right,-,-,https://images.prismic.io/fft-rg-site/aCoY4idWJ-7kSQxt_47993_G.png,/en-us/players/47993-a.blockx
28779,Katerina,SINIAKOVA,K.SINIAKOVA,36,1,CZE,F,30 years-old,(10 May 1996),Right,-,-,https://images.prismic.io/fft-rg-site/aetajcBOoF08xRzW_20260302_PJ_SiniakovaKatarina_US.png,/en-us/players/28779-k.siniakova
36748,Zizou,BERGS,Z.BERGS,37,409,BEL,M,27 years-old,(3 June 1999),Right,-,-,https://images.prismic.io/fft-rg-site/aeootsBOoF08xQE8_20260117_PJ_BergsZizou_US.png,/en-us/players/36748-z.bergs
32989,Jaqueline,CRISTIAN,J.CRISTIAN,37,100,ROU,F,28 years-old,(5 June 1998),Right,-,-,https://images.prismic.io/fft-rg-site/aetaoMBOoF08xRzp_20260415_PJ_CristianJaqueline_US.png,/en-us/players/32989-j.cristian
26436,Barbora,KREJCIKOVA,B.KREJCIKOVA,38,66,CZE,F,30 years-old,(18 December 1995),Right,-,-,https://images.prismic.io/fft-rg-site/ahBAa7K9tuLqEEuN_20260521_PJ_KrejcikovaBarbora_US.png,/en-us/players/26436-b.krejcikova
44967,Mariano,NAVONE,M.NAVONE,38,,ARG,M,25 years-old,(27 February 2001),Right,-,-,https://images.prismic.io/fft-rg-site/8f32b5e2-4809-4cd7-a959-8e4af30c214d_20240406_PJ_NavoneMariano_US.png,/en-us/players/44967-m.navone
36358,Corentin,MOUTET,C.MOUTET,39,371,FRA,M,27 years-old,(19 April 1999),Left,-,-,https://images.prismic.io/fft-rg-site/aeoow8BOoF08xQFK_20260117_PJ_MoutetCorentin_US.png,/en-us/players/36358-c.moutet
40635,Xinyu,WANG,X.WANG,39,104,CHN,F,24 years-old,(26 September 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aDQhUSdWJ-7kSiQI_40635_G.png,/en-us/players/40635-x.wang
13859,Adrian,MANNARINO,A.MANNARINO,40,,FRA,M,38 years-old,(29 June 1988),Left,-,-,https://images.prismic.io/fft-rg-site/811504fd-734b-4684-a75a-82cafde8d5a4_20240108_PJ_MannarinoAdrian_US.png,/en-us/players/13859-a.mannarino
9086,Laura,SIEGEMUND,L.SIEGEMUND,40,19,GER,F,38 years-old,(4 March 1988),Right,-,-,https://images.prismic.io/fft-rg-site/09d19724-f9f6-4c48-b3a3-c439efa53476_20190303_PJ_SiegemundLaura_US.png,/en-us/players/9086-l.siegemund
33732,Liudmila,SAMSONOVA,L.SAMSONOVA,41,35,---,F,27 years-old,(11 November 1998),Right,-,-,https://images.prismic.io/fft-rg-site/4ef60ca2-7b4f-473a-bfe2-873560221724_20240305_PJ_SamsonovaLiudmila_US.png,/en-us/players/33732-l.samsonova
35246,Denis,SHAPOVALOV,D.SHAPOVALOV,41,,CAN,M,27 years-old,(15 April 1999),Left,-,-,https://images.prismic.io/fft-rg-site/aeopA8BOoF08xQGW_20260119_PJ_ShapovalovDenis_US.png,/en-us/players/35246-d.shapovalov
40999,Juan Manuel,CERUNDOLO,JM.CERUNDOLO,42,494,ARG,M,24 years-old,(15 November 2001),Left,-,-,https://images.prismic.io/fft-rg-site/aeooucBOoF08xQE__20260117_PJ_CerundoloJuanManuel_US.png,/en-us/players/40999-jm.cerundolo
44215,Janice,TJEN,J.TJEN,42,44,INA,F,24 years-old,(6 May 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aetancBOoF08xRzm_20260303_TjenJanice_US.png,/en-us/players/44215-j.tjen
45429,Raphael,COLLIGNON,R.COLLIGNON,43,,BEL,M,24 years-old,(13 January 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aeoopMBOoF08xQEm_20260116_PJ_CollignonRaphael_US.png,/en-us/players/45429-r.collignon
28771,Maria,SAKKARI,M.SAKKARI,43,,GRE,F,30 years-old,(25 July 1995),Right,-,-,https://images.prismic.io/fft-rg-site/aDQdLSdWJ-7kSiLx_28771_G.png,/en-us/players/28771-m.sakkari
33031,Magdalena,FRECH,M.FRECH,44,180,POL,F,28 years-old,(15 December 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aDQXvCdWJ-7kSiG-_33031_G.png,/en-us/players/33031-m.frech
33529,Jaume,MUNAR,J.MUNAR,44,328,ESP,M,29 years-old,(5 May 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo6sBOoF08xQF2_20260118_PJ_MunarJaume_US.png,/en-us/players/33529-j.munar
47532,Sara,BEJLEK,S.BEJLEK,45,,CZE,F,20 years-old,(31 January 2006),Left,-,-,https://images.prismic.io/fft-rg-site/aCoYfCdWJ-7kSQxp_47532_G.png,/en-us/players/47532-s.bejlek
31091,Kamil,MAJCHRZAK,K.MAJCHRZAK,45,,POL,M,30 years-old,(13 January 1996),Right,-,-,https://images.prismic.io/fft-rg-site/57ccc551-eaf9-458b-b4ac-4dc282e97cb1_20220308_PJ_MajchrzakKamil_US.png,/en-us/players/31091-k.majchrzak
43602,Elisabetta,COCCIARETTO,E.COCCIARETTO,46,330,ITA,F,25 years-old,(25 January 2001),Right,-,-,https://images.prismic.io/fft-rg-site/f6a3dabb-5d57-41f7-bb90-af276694c125_20240302_PJ_CocciarettoElisabetta_US.png,/en-us/players/43602-e.cocciaretto
49300,Alex,MICHELSEN,A.MICHELSEN,46,111,USA,M,21 years-old,(25 August 2004),Right,-,-,https://images.prismic.io/fft-rg-site/e5abee9b-b38e-4a75-a003-b4929d81309e_20240113_PJ_MichelsenAlex_US.png,/en-us/players/49300-a.michelsen
47397,Petra,MARCINKO,P.MARCINKO,47,399,CRO,F,20 years-old,(4 December 2005),Right,-,-,https://images.prismic.io/fft-rg-site/aetaesBOoF08xRzD_20260228_PJ_MarcinkoPetra_US.png,/en-us/players/47397-p.marcinko
48134,Ethan,QUINN,E.QUINN,47,,USA,M,22 years-old,(12 March 2004),Right,-,-,https://images.prismic.io/fft-rg-site/aeooxcBOoF08xQFM_20260117_PJ_QuinnEthan_US.png,/en-us/players/48134-e.quinn
47415,Nikola,BARTUNKOVA,N.BARTUNKOVA,48,,CZE,F,20 years-old,(25 February 2006),Right,-,-,https://images.prismic.io/fft-rg-site/f0132fa4-5cb2-43bf-a74c-84e48d45ee93_20220528_PJ_BartunkovaNikola_US.png,/en-us/players/47415-n.bartunkova
36781,Nuno,BORGES,N.BORGES,48,279,POR,M,29 years-old,(19 February 1997),Right,-,-,https://images.prismic.io/fft-rg-site/ahfe5bK9tuLqENTx_20260527_PJ_BorgesNuno_US.png,/en-us/players/36781-n.borges
40499,Tomas,MACHAC,T.MACHAC,49,139,CZE,M,25 years-old,(13 October 2000),Right,-,-,https://images.prismic.io/fft-rg-site/aDQVLSdWJ-7kSiFU_40499_G.png,/en-us/players/40499-t.machac
40849,Diane,PARRY,D.PARRY,49,,FRA,F,23 years-old,(1 September 2002),Right,-,-,https://images.prismic.io/fft-rg-site/ebc19f5b-c68d-4921-a90d-35629f04f687_20240304_PJ_ParryDiane_US.png,/en-us/players/40849-d.parry
38353,Miomir,KECMANOVIC,M.KECMANOVIC,50,,SRB,M,26 years-old,(31 August 1999),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo4sBOoF08xQFu_20260118_PJ_KecmanovicMiomir_US.png,/en-us/players/38353-m.kecmanovic
40614,Caty,MCNALLY,C.MCNALLY,50,46,USA,F,24 years-old,(20 November 2001),Right,-,-,https://images.prismic.io/fft-rg-site/0a171b09-c688-4325-af23-821f92f3ebe1_Mcnally.png,/en-us/players/40614-c.mcnally
29046,Matteo,BERRETTINI,M.BERRETTINI,51,,ITA,M,30 years-old,(12 April 1996),Right,-,-,https://images.prismic.io/fft-rg-site/b1b0b3dd-38ed-46a6-8052-e78d8c989581_20240112_PJ_BerretiniMatteo_US.png,/en-us/players/29046-m.berrettini
42733,Zeynep,SONMEZ,Z.SONMEZ,51,187,TUR,F,24 years-old,(30 April 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aDQd2idWJ-7kSiMg_42733_G.png,/en-us/players/42733-z.sonmez
43979,Terence,ATMANE,T.ATMANE,52,,FRA,M,24 years-old,(9 January 2002),Left,-,-,https://images.prismic.io/fft-rg-site/aeoo0MBOoF08xQFZ_20260118_PJ_AtmaneTerence_US.png,/en-us/players/43979-t.atmane
44201,Jessica,BOUZAS MANEIRO,J.BOUZAS MANEIRO,52,,ESP,F,23 years-old,(24 September 2002),Right,-,-,https://images.prismic.io/fft-rg-site/9cec93af-a37b-42cf-a967-bdcd99853ed3_20240305_PJ_BouzasJessica_US.png,/en-us/players/44201-j.bouzas-maneiro
41365,Fabian,MAROZSAN,F.MAROZSAN,53,375,HUN,M,26 years-old,(8 October 1999),Right,-,-,https://images.prismic.io/fft-rg-site/2fa2784f-0191-469e-a954-c76d784ee9e1_20240108_PJ_MarozsanFabian_US.png,/en-us/players/41365-f.marozsan
42629,Oleksandra,OLIYNYKOVA,O.OLIYNYKOVA,53,,UKR,F,25 years-old,(3 January 2001),Right,-,-,https://images.prismic.io/fft-rg-site/afsy2sBOoF08xq9a_20260319_PJ_OliynykovaOleksandra_USok.png,/en-us/players/42629-o.oliynykova
49227,Tereza,VALENTOVA,T.VALENTOVA,54,233,CZE,F,19 years-old,(20 February 2007),Right,-,-,https://images.prismic.io/fft-rg-site/aCoZfCdWJ-7kSQx0_49227_G.png,/en-us/players/49227-t.valentova
30238,Botic,VAN DE ZANDSCHULP,B.VAN DE ZANDSCHULP,54,253,NED,M,30 years-old,(4 October 1995),Right,-,-,https://images.prismic.io/fft-rg-site/aeooysBOoF08xQFR_20260117_PJ_VanDeZandschulpBotic_US.png,/en-us/players/30238-b.van-de-zandschulp
42203,Yuliia,STARODUBTSEVA,Y.STARODUBTSEVA,55,351,UKR,F,26 years-old,(17 February 2000),Right,-,-,https://images.prismic.io/fft-rg-site/aetamcBOoF08xRzi_20260303_PJ_StarodubtsevaYulia_US.png,/en-us/players/42203-y.starodubtseva
41715,Thiago Agustin,TIRANTE,TA.TIRANTE,55,295,ARG,M,25 years-old,(10 April 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aeopBsBOoF08xQGZ_20260119_PJ_TiranteThiagoAgustin_US.png,/en-us/players/41715-ta.tirante
22568,Yannick,HANFMANN,Y.HANFMANN,56,276,GER,M,34 years-old,(13 November 1991),Right,-,-,https://images.prismic.io/fft-rg-site/ahMrFrK9tuLqEGxW_20260524_PJ_HanfmannYannick_US.png,/en-us/players/22568-y.hanfmann
47053,Solana,SIERRA,S.SIERRA,56,376,ARG,F,22 years-old,(17 June 2004),Right,-,-,https://images.prismic.io/fft-rg-site/aCoWKydWJ-7kSQxB_47053_G.png,/en-us/players/47053-s.sierra
40442,Sebastian,BAEZ,S.BAEZ,57,,ARG,M,25 years-old,(28 December 2000),Right,-,-,https://images.prismic.io/fft-rg-site/b9ad2a56-db89-4097-ac3e-e885e211d978_20240111_PJ_BaezSebastian_US.png,/en-us/players/40442-s.baez
42617,Mccartney,KESSLER,M.KESSLER,57,60,USA,F,27 years-old,(8 July 1999),Right,-,-,https://images.prismic.io/fft-rg-site/399afabd-9556-4dc7-a4f8-f14302f48861_20240305_PJ_KesslerMcCartney_US.png,/en-us/players/42617-m.kessler
45842,Talia,GIBSON,T.GIBSON,58,115,AUS,F,22 years-old,(18 June 2004),Right,-,-,https://images.prismic.io/fft-rg-site/aCoU_ydWJ-7kSQwm_45842_G.png,/en-us/players/45842-t.gibson
33456,Tallon,GRIEKSPOOR,T.GRIEKSPOOR,58,154,NED,M,30 years-old,(2 July 1996),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo3MBOoF08xQFn_20260118_PJ_GriekspoorTallon_US.png,/en-us/players/33456-t.griekspoor
21355,Magda,LINETTE,M.LINETTE,59,117,POL,F,34 years-old,(12 February 1992),Right,-,-,https://images.prismic.io/fft-rg-site/bd07b613-ec22-4713-8757-ac1c0150c153_20180307_PJ_LinetteMagda_US.png,/en-us/players/21355-m.linette
38437,Camilo,UGO CARABELLI,C.UGO CARABELLI,59,188,ARG,M,27 years-old,(17 June 1999),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo9MBOoF08xQGC_20260118_PJ_UgoCarabelliCamilo_US.png,/en-us/players/38437-c.ugo-carabelli
28673,Katie,BOULTER,K.BOULTER,60,298,GBR,F,29 years-old,(1 August 1996),Right,-,-,https://images.prismic.io/fft-rg-site/aDQWridWJ-7kSiF6_28673_G.png,/en-us/players/28673-k.boulter
48028,Martin,LANDALUCE,M.LANDALUCE,60,,ESP,M,20 years-old,(8 January 2006),Right,-,-,https://images.prismic.io/fft-rg-site/aCoY-CdWJ-7kSQxv_48028_G.png,/en-us/players/48028-m.landaluce
33851,Daniel,ALTMAIER,D.ALTMAIER,61,199,GER,M,27 years-old,(12 September 1998),Right,-,-,https://images.prismic.io/fft-rg-site/aeoozcBOoF08xQFV_20260118_PJ_AltmaierDaniel_US.png,/en-us/players/33851-d.altmaier
45694,Antonia,RUZIC,A.RUZIC,61,,CRO,F,23 years-old,(20 January 2003),Right,-,-,https://images.prismic.io/fft-rg-site/aetagsBOoF08xRzL_20260301_PJ_RuzicAntonia_US.png,/en-us/players/45694-a.ruzic
11674,Marin,CILIC,M.CILIC,62,,CRO,M,37 years-old,(28 September 1988),Right,-,-,https://images.prismic.io/fft-rg-site/aCnwnCdWJ-7kSQpY_11674_G.png,/en-us/players/11674-m.cilic
23738,Viktorija,GOLUBIC,V.GOLUBIC,62,499,SUI,F,33 years-old,(16 October 1992),Right,-,-,https://images.prismic.io/fft-rg-site/42a79ad9-7285-47f5-98c0-06568317f09c_20180526_PJ_GolubicViktorija_US.png,/en-us/players/23738-v.golubic
42566,Peyton,STEARNS,P.STEARNS,63,97,USA,F,24 years-old,(8 October 2001),Right,-,-,https://images.prismic.io/fft-rg-site/93841b3d-cdeb-465e-985e-e2df03358660_20240304_PJ_StearnsPeyton_US.png,/en-us/players/42566-p.stearns
36324,Vit,KOPRIVA,V.KOPRIVA,64,,CZE,M,29 years-old,(15 June 1997),Right,-,-,https://images.prismic.io/fft-rg-site/25be2871-bb32-4047-8f36-52a4aa40aae8_20231017_PJ_KoprivaVit_US.png,/en-us/players/36324-v.kopriva
11362,Shuai,ZHANG,S.ZHANG,64,8,CHN,F,37 years-old,(21 January 1989),Right,-,-,https://images.prismic.io/fft-rg-site/aCnwdSdWJ-7kSQpX_11362_G.png,/en-us/players/11362-s.zhang
43963,Roman Andres,BURRUCHAGA,RA.BURRUCHAGA,65,395,ARG,M,24 years-old,(23 January 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aCnN3CdWJ-7kSQko_43963_G.png,/en-us/players/43963-ra.burruchaga
31281,Daria,KASATKINA,D.KASATKINA,65,453,AUS,F,29 years-old,(7 May 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aDQZTidWJ-7kSiIq_31281_G.png,/en-us/players/31281-d.kasatkina
31276,Anhelina,KALININA,A.KALININA,66,327,UKR,F,29 years-old,(7 February 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aDAi1SdWJ-7kSeRb_31276_G.png,/en-us/players/31276-a.kalinina
45140,Zachary,SVAJDA,Z.SVAJDA,66,,USA,M,23 years-old,(29 November 2002),Right,-,-,https://images.prismic.io/fft-rg-site/ZkpE3iol0Zci9RHe_20240516_PJ_SvajdaZachary_US.png,/en-us/players/45140-z.svajda
44168,Mattia,BELLUCCI,M.BELLUCCI,67,371,ITA,M,25 years-old,(1 June 2001),Left,-,-,https://images.prismic.io/fft-rg-site/e414a98d-bf3c-46d6-9f64-0ba3f6e61f98_Bellucci.png,/en-us/players/44168-m.bellucci
38338,Dayana,YASTREMSKA,D.YASTREMSKA,67,214,UKR,F,26 years-old,(15 May 2000),Right,-,-,https://images.prismic.io/fft-rg-site/717b821e-f3c9-4712-b070-e496e2be865d_20240305_PJ_YastremskaDayana_US.png,/en-us/players/38338-d.yastremska
45423,Hamad,MEDJEDOVIC,H.MEDJEDOVIC,68,,SRB,M,22 years-old,(18 July 2003),Right,-,-,https://images.prismic.io/fft-rg-site/d222075e-dbd3-4a2e-81b5-6b20ef10aa55_20240112_PJ_MedjedovicHamad_US.png,/en-us/players/45423-h.medjedovic
40720,Camila,OSORIO,C.OSORIO,68,213,COL,F,24 years-old,(22 December 2001),Right,-,-,https://images.prismic.io/fft-rg-site/e64fa337-2810-4eff-94c1-1da281ad0a64_20240305_PJ_OsorioCamilla_US.png,/en-us/players/40720-c.osorio
35289,Lorenzo,SONEGO,L.SONEGO,69,95,ITA,M,31 years-old,(11 May 1995),Right,-,-,https://images.prismic.io/fft-rg-site/aeopBMBOoF08xQGX_20260119_PJ_SonegoLorenzo_US.png,/en-us/players/35289-l.sonego
38582,Panna,UDVARDY,P.UDVARDY,69,197,HUN,F,27 years-old,(28 September 1998),Right,-,-,https://images.prismic.io/fft-rg-site/aCoEBSdWJ-7kSQtt_38582_G.png,/en-us/players/38582-p.udvardy
41293,Aleksandar,KOVACEVIC,A.KOVACEVIC,70,,USA,M,27 years-old,(29 August 1998),Right,-,-,https://images.prismic.io/fft-rg-site/aeoowMBOoF08xQFH_20260117_PJ_KovacevicAleksandar_US.png,/en-us/players/41293-a.kovacevic
40622,Kamilla,RAKHIMOVA,K.RAKHIMOVA,70,72,UZB,F,24 years-old,(28 August 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aDFbUidWJ-7kSgxh_40622_G.png,/en-us/players/40622-k.rakhimova
21578,Pablo,CARRENO BUSTA,P.CARRENO BUSTA,71,,ESP,M,34 years-old,(12 July 1991),Right,-,-,https://images.prismic.io/fft-rg-site/d27445e7-da20-415c-8987-359e09b335ec_20220309_PJ_CarrenoB_UStaPablo_US.png,/en-us/players/21578-p.carreno-busta
33731,Elena-Gabriela,RUSE,EG.RUSE,71,91,ROU,F,28 years-old,(6 November 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aDQc1idWJ-7kSiLd_33731_G.png,/en-us/players/33731-eg.ruse
32938,Kimberly,BIRRELL,K.BIRRELL,72,107,AUS,F,28 years-old,(29 April 1998),Right,-,-,https://images.prismic.io/fft-rg-site/601ee702-0f4f-4981-9509-c4ce4590bf8d_20230528_PJ_BirrellKimberly_US.png,/en-us/players/32938-k.birrell
46559,Adolfo Daniel,VALLEJO,AD.VALLEJO,72,,PAR,M,22 years-old,(28 April 2004),Right,-,-,https://images.prismic.io/fft-rg-site/506e5697-f0f9-4c15-ba60-5002932979de_20220528_PJ_VallejoAdolfoDaniel___US.png,/en-us/players/46559-ad.vallejo
42304,Jesper,DE JONG,J.DE JONG,73,,NED,M,26 years-old,(31 May 2000),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo2MBOoF08xQFh_20260118_PJ_DeJongJesper_US.png,/en-us/players/42304-j.de-jong
18274,Karolina,PLISKOVA,Ka.PLISKOVA,73,,CZE,F,34 years-old,(21 March 1992),Right,-,-,https://images.prismic.io/fft-rg-site/14a0938d-0c4e-41dd-b448-c8f66d31e88a_20240305_PJ_PliskovaKarolina_US.png,/en-us/players/18274-ka.pliskova
33616,Anna,BONDAR,A.BONDAR,74,137,HUN,F,29 years-old,(27 May 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aetagcBOoF08xRzK_20260301_PJ_BondarAnna_US.png,/en-us/players/33616-a.bondar
23386,Jan-Lennard,STRUFF,JL.STRUFF,74,276,GER,M,36 years-old,(25 April 1990),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo8sBOoF08xQGA_20260118_PJ_StruffJanLennard_US.png,/en-us/players/23386-jl.struff
42348,Valentin,ROYER,V.ROYER,75,,FRA,M,25 years-old,(29 May 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo8MBOoF08xQF-_20260118_PJ_RoyerValentin_US.png,/en-us/players/42348-v.royer
31392,Renata,ZARAZUA,R.ZARAZUA,75,204,MEX,F,28 years-old,(30 September 1997),Right,-,-,https://images.prismic.io/fft-rg-site/8b524c33-c13b-4f8a-b3b8-33f3083c570b_20200922_PJ_ZarazuaRenata_US.png,/en-us/players/31392-r.zarazua
22454,Marton,FUCSOVICS,M.FUCSOVICS,76,,HUN,M,34 years-old,(8 February 1992),Right,-,-,https://images.prismic.io/fft-rg-site/4ad60d55-ccfe-4057-ba74-e9eec85f2461_20240113_PJ_FucsovicsMarton_US.png,/en-us/players/22454-m.fucsovics
43748,Eva,LYS,E.LYS,76,,GER,F,24 years-old,(12 January 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aetaiMBOoF08xRzR_20260302_PJ_LysEva_US.png,/en-us/players/43748-e.lys
42601,Daria,SNIGUR,D.SNIGUR,77,,UKR,F,24 years-old,(27 March 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aCnMASdWJ-7kSQkN_42601_G.png,/en-us/players/42601-d.snigur
30642,Tamara,KORPATSCH,T.KORPATSCH,78,227,GER,F,31 years-old,(12 May 1995),Right,-,-,https://images.prismic.io/fft-rg-site/ahLvSbK9tuLqEGdr_20260523_PJ_KorpatschTamara_US.png,/en-us/players/30642-t.korpatsch
21600,James,DUCKWORTH,J.DUCKWORTH,79,,AUS,M,34 years-old,(21 January 1992),Right,-,-,https://images.prismic.io/fft-rg-site/aCwkWydWJ-7kSUt2_21600_G.png,/en-us/players/21600-j.duckworth
28420,Taylor,TOWNSEND,T.TOWNSEND,79,2,USA,F,30 years-old,(16 April 1996),Left,-,-,https://images.prismic.io/fft-rg-site/aetan8BOoF08xRzo_20260304_PJ_TownsendTaylor_US.png,/en-us/players/28420-t.townsend
43689,Elsa,JACQUEMOT,E.JACQUEMOT,80,185,FRA,F,23 years-old,(3 May 2003),Right,-,-,https://images.prismic.io/fft-rg-site/ahfeurK9tuLqENTv_20260527_PJ_JacquemotElsa_US.png,/en-us/players/43689-e.jacquemot
46560,Luca,VAN ASSCHE,L.VAN ASSCHE,80,,FRA,M,22 years-old,(11 May 2004),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo9cBOoF08xQGD_20260118_PJ_VanAsscheLuca_US.png,/en-us/players/46560-l.van-assche
40967,Jenson,BROOKSBY,J.BROOKSBY,81,,USA,M,25 years-old,(26 October 2000),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo1cBOoF08xQFe_20260118_PJ_BrooksbyJenson_US.png,/en-us/players/40967-j.brooksby
42132,Alycia,PARKS,A.PARKS,81,207,USA,F,25 years-old,(31 December 2000),Right,-,-,https://images.prismic.io/fft-rg-site/aDQbaCdWJ-7kSiLD_42132_G.png,/en-us/players/42132-a.parks
41202,Rinky,HIJIKATA,R.HIJIKATA,82,62,AUS,M,25 years-old,(23 February 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo38BOoF08xQFr_20260118_PJ_HijikataRinky_US.png,/en-us/players/41202-r.hijikata
52661,Lilli,TAGGER,L.TAGGER,82,,AUT,F,18 years-old,(17 February 2008),Right,-,-,https://images.prismic.io/fft-rg-site/aetaf8BOoF08xRzI_20260228_PJ_TaggerLilli_US.png,/en-us/players/52661-l.tagger
44112,Giovanni,MPETSHI PERRICARD,G.MPETSHI PERRICARD,83,,FRA,M,23 years-old,(8 July 2003),Right,-,-,https://images.prismic.io/fft-rg-site/aDQSGidWJ-7kSiCZ_44112_G.png,/en-us/players/44112-g.mpetshi-perricard
47234,Daniel,MERIDA,D.MERIDA,84,,ESP,M,21 years-old,(26 September 2004),Right,-,-,https://images.prismic.io/fft-rg-site/b9f1ef94-f06f-429f-b65c-1241636299d4_20210605_PJ_MeridaAguilarDaniel_US.png,/en-us/players/47234-d.merida
26021,Yulia,PUTINTSEVA,Y.PUTINTSEVA,84,346,KAZ,F,31 years-old,(7 January 1995),Right,-,-,https://images.prismic.io/fft-rg-site/9c18a942-bf0a-433d-8110-18733fb88c07_20180526_PJ_PutintsevaYulia_US.png,/en-us/players/26021-y.putintseva
39851,Adam,WALTON,A.WALTON,85,496,AUS,M,27 years-old,(17 April 1999),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo9sBOoF08xQGE_20260118_PJ_WaltonAdam_US.png,/en-us/players/39851-a.walton
47135,Anastasia,ZAKHAROVA,A.ZAKHAROVA,85,412,---,F,24 years-old,(18 January 2002),Right,-,-,https://images.prismic.io/fft-rg-site/aCoWeydWJ-7kSQxF_47135_G.png,/en-us/players/47135-a.zakharova
41424,Emilio,NAVA,E.NAVA,86,,USA,M,24 years-old,(2 December 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo68BOoF08xQF3_20260118_PJ_NavaEmilio_US.png,/en-us/players/41424-e.nava
38639,Xiyu,WANG,X.WANG,86,,CHN,F,25 years-old,(28 March 2001),Left,-,-,https://images.prismic.io/fft-rg-site/aCoFJidWJ-7kSQuI_38639_G.png,/en-us/players/38639-x.wang
50682,Maya,JOINT,M.JOINT,87,45,AUS,F,20 years-old,(16 April 2006),Right,-,-,https://images.prismic.io/fft-rg-site/8abed9ad-898d-458f-b3d9-314e2a21102a_20230602_PJ_JointMaya_US.png,/en-us/players/50682-m.joint
35398,Stefanos,TSITSIPAS,S.TSITSIPAS,87,254,GRE,M,27 years-old,(12 August 1998),Right,-,-,https://images.prismic.io/fft-rg-site/d00f664e-c7ea-43de-a8a9-920fcd256a37_20240113_PJ_TsitsipasStefanos_US.png,/en-us/players/35398-s.tsitsipas
46130,Gabriel,DIALLO,G.DIALLO,88,,CAN,M,24 years-old,(24 September 2001),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo_MBOoF08xQGO_20260119_PJ_DialloGabriel_US.png,/en-us/players/46130-g.diallo
38700,Veronika,ERJAVEC,V.ERJAVEC,89,90,SLO,F,26 years-old,(30 December 1999),Right,-,-,https://images.prismic.io/fft-rg-site/aCoFTCdWJ-7kSQuM_38700_G.png,/en-us/players/38700-v.erjavec
47952,Dino,PRIZMIC,D.PRIZMIC,89,,CRO,M,20 years-old,(5 August 2005),Right,-,-,https://images.prismic.io/fft-rg-site/aeoo78BOoF08xQF8_20260118_PJ_PrizmicDino_US.png,/en-us/players/47952-d.prizmic
37726,Sho,SHIMABUKURO,S.SHIMABUKURO,90,,JPN,M,28 years-old,(30 July 1997),Right,-,-,https://images.prismic.io/fft-rg-site/aghjuKYofJOwHSt0_20260514_PJ_ShimabukuroSho_US.png,/en-us/players/37726-s.shimabukuro
